id,sessionStart,sessionStop,connectorType,energy_consumption(kWh),authType,authId,chargerId,locationId,duration_hrs,time_based_util_rate,Month,Season,day,Carbon Intensity (gCO2/kWh),Carbon Emissions (gCO2)
60664fdd-5b5b-4953-aa8b-a2c7e7a9693f,24/03/2021 06:53,24/03/2021 07:34,CHADEMO,11.503,CUSTOMER,1075847,5000194,50112,0.694166667,2.892361111,3,Spring,Wednesday,27,310.581
8fd0894b-cd0d-476f-898c-a2d28ddd92e7,24/03/2021 07:03,24/03/2021 07:57,CHADEMO,21.593,CUSTOMER,1053468,5000195,50112,0.908333333,3.784722222,3,Spring,Wednesday,27,583.011
6542bd48-3f1b-4322-9e1b-153310f8084b,24/03/2021 09:05,24/03/2021 09:13,IEC_62196_T2_COMBO,10.614,ANONYMOUS,2392510,5000199,50112,0.133333333,0.555555556,3,Spring,Wednesday,21,222.894
e2dd6769-c83b-4815-a0be-e02bf93af338,24/03/2021 09:30,24/03/2021 11:18,IEC_62196_T2_COMBO,56.462,CHARGE_CARD,18323978,5000194,50112,1.805833333,7.524305556,3,Spring,Wednesday,22,1242.164
bbc8d841-7ad4-4209-938f-426bb300ac0b,24/03/2021 10:45,24/03/2021 11:34,IEC_62196_T2_COMBO,29.242,CUSTOMER,1077276,5000196,50112,0.816666667,3.402777778,3,Spring,Wednesday,20,584.84
c168d81c-9c64-4fdb-b1d2-536a5ccbb964,24/03/2021 11:40,24/03/2021 12:09,IEC_62196_T2_COMBO,15.841,CHARGE_CARD,18203714,5000196,50112,0.483888889,2.016203704,3,Spring,Wednesday,22,348.502
a3ebb3d9-edd3-473c-bfdb-c41abbd1962b,24/03/2021 13:45,24/03/2021 14:47,IEC_62196_T2_COMBO,29.877,CUSTOMER,1073736,5000199,50112,1.039444444,4.331018519,3,Spring,Wednesday,23,687.171
2016be4c-a26c-46bb-87d7-40870818c0b3,24/03/2021 18:22,24/03/2021 19:06,IEC_62196_T2_COMBO,26.739,CHARGE_CARD,18605207,5000199,50112,0.721111111,3.00462963,3,Spring,Wednesday,22,588.258
f0bd9a1e-e646-4ff5-bdab-7c1d248ae8c7,24/03/2021 19:16,24/03/2021 19:52,CHADEMO,6.265,CUSTOMER,1075863,5000194,50112,0.589722222,2.457175926,3,Spring,Wednesday,39,244.335
29846676-b6ce-4761-9b3d-8f938015c049,24/03/2021 20:22,24/03/2021 20:47,CHADEMO,11.107,CUSTOMER,1075863,5000194,50112,0.419166667,1.746527778,3,Spring,Wednesday,33,366.531
2336e499-c41a-459f-84ef-bf7d705db482,24/03/2021 20:28,24/03/2021 21:13,IEC_62196_T2_COMBO,21.201,CUSTOMER,1054005,5000199,50112,0.743333333,3.097222222,3,Spring,Wednesday,33,699.633
7cd187fc-ed33-4cc6-b2e6-4188837ee24f,25/03/2021 07:10,25/03/2021 07:57,CHADEMO,20.243,CUSTOMER,1053468,5000194,50112,0.788888889,3.287037037,3,Spring,Thursday,29,587.047
6f998eb5-9c88-4c67-b4ae-2e875c893854,25/03/2021 09:15,25/03/2021 10:53,IEC_62196_T2_COMBO,34.432,ANONYMOUS,2399076,5000199,50112,1.630277778,6.792824074,3,Spring,Thursday,24,826.368
d3967e98-087a-4797-a12a-4a425c85a162,25/03/2021 09:21,25/03/2021 10:03,CHADEMO,13.58,CUSTOMER,1075847,5000196,50112,0.696388889,2.90162037,3,Spring,Thursday,24,325.92
95aa5d40-ae8e-4c89-b225-d5df4a55e25e,25/03/2021 11:34,25/03/2021 13:08,CHADEMO,17.631,CUSTOMER,1050469,5000196,50112,1.551388889,6.46412037,3,Spring,Thursday,22,387.882
cf0ac99f-0332-43c9-922e-edc44bdd05c3,25/03/2021 11:52,25/03/2021 12:15,IEC_62196_T2_COMBO,42.509,CHARGE_CARD,18212821,5000199,50112,0.373611111,1.556712963,3,Spring,Thursday,19,807.671
6d070d89-fe71-4df3-baaa-e39c4d73f83b,25/03/2021 16:32,25/03/2021 16:55,IEC_62196_T2_COMBO,10.171,CHARGE_CARD,18323993,5000194,50112,0.375,1.5625,3,Spring,Thursday,21,213.591
dc21bd52-f6ea-4f67-b00f-db27acea81a8,25/03/2021 17:04,25/03/2021 17:51,CHADEMO,13.918,CUSTOMER,1076569,5000195,50112,0.784722222,3.269675926,3,Spring,Thursday,21,292.278
9cda68fb-df93-449a-97b8-4d0a38eca335,25/03/2021 19:30,25/03/2021 19:48,IEC_62196_T2_COMBO,11.851,CUSTOMER,1073170,5000199,50112,0.313055556,1.304398148,3,Spring,Thursday,22,260.722
b9e46da8-8a15-45bb-a5f0-5dc05abd880e,25/03/2021 19:51,25/03/2021 20:20,CHADEMO,11.368,CUSTOMER,1076569,5000196,50112,0.484444444,2.018518519,3,Spring,Thursday,22,250.096
83e2ea98-38e9-4037-9c67-e6e3369340c7,26/03/2021 03:07,26/03/2021 03:44,CHADEMO,12.774,CUSTOMER,1053468,5000194,50112,0.610833333,2.545138889,3,Spring,Friday,19,242.706
b3c46766-876d-4fd5-8492-188939d29c53,26/03/2021 06:58,26/03/2021 07:59,CHADEMO,22.166,CUSTOMER,1053468,5000194,50112,1.012222222,4.217592593,3,Spring,Friday,20,443.32
b007f678-d15c-4bed-85f7-acee7a9debe7,26/03/2021 07:52,26/03/2021 08:32,IEC_62196_T2_COMBO,61.763,CHARGE_CARD,18212821,5000199,50112,0.666944444,2.778935185,3,Spring,Friday,19,1173.497
5bb7444f-9c90-436b-811b-08411625f0c5,26/03/2021 08:31,26/03/2021 09:10,IEC_62196_T2_COMBO,30.568,CUSTOMER,1062479,5000194,50112,0.660277778,2.751157407,3,Spring,Friday,19,580.792
0bf59ef3-f6cd-46f5-bb50-0fa60a08b3da,26/03/2021 10:50,26/03/2021 11:19,IEC_62196_T2_COMBO,9.72,CUSTOMER,1073736,5000199,50112,0.486388889,2.02662037,3,Spring,Friday,20,194.4
6b64a6c5-50a9-414f-a8ec-77a897b07f45,26/03/2021 11:34,26/03/2021 12:04,CHADEMO,6.417,CUSTOMER,1075863,5000194,50112,0.504166667,2.100694444,3,Spring,Friday,19,121.923
ef4d4df3-f0d5-40da-bed9-3613f1548255,26/03/2021 12:13,26/03/2021 13:25,CHADEMO,47.532,CUSTOMER,1064719,5000197,50112,1.198888889,4.99537037,3,Spring,Friday,17,808.044
285b4966-61a2-4f6c-b8f5-206efa6f02cc,26/03/2021 12:39,26/03/2021 13:08,IEC_62196_T2_COMBO,21.056,CUSTOMER,1026848,5000195,50112,0.484444444,2.018518519,3,Spring,Friday,18,379.008
ea4676d4-bfbd-4089-a607-48c70862c30f,26/03/2021 13:56,26/03/2021 14:39,IEC_62196_T2_COMBO,22.77,CUSTOMER,1054005,5000199,50112,0.712222222,2.967592593,3,Spring,Friday,17,387.09
7c32c882-49ab-420e-9220-e88af093ace4,26/03/2021 16:30,26/03/2021 17:04,CHADEMO,19.211,CUSTOMER,1053468,5000194,50112,0.570555556,2.377314815,3,Spring,Friday,22,422.642
69e6553f-adb1-4334-927a-f4b2d81ff525,26/03/2021 16:52,26/03/2021 18:06,IEC_62196_T2_COMBO,59.437,CUSTOMER,1077503,5000196,50112,1.235555556,5.148148148,3,Spring,Friday,22,1307.614
8f6e7989-5d2f-4584-bf18-a81278363488,26/03/2021 18:02,26/03/2021 18:25,CHADEMO,8.091,CUSTOMER,1076569,5000194,50112,0.384444444,1.601851852,3,Spring,Friday,23,186.093
5f62e38a-3e42-4279-837e-b7e3032b5221,26/03/2021 21:36,27/03/2021 00:14,IEC_62196_T2,29.022,ANONYMOUS,2411950,5000194,50112,2.628611111,10.9525463,3,Spring,Friday,32,928.704
c72b0951-4352-4b26-b3b5-b0cc7b4122a3,27/03/2021 10:48,27/03/2021 12:06,IEC_62196_T2_COMBO,43.211,CUSTOMER,1056332,5000194,50112,1.300555556,5.418981481,3,Spring,Saturday,26,1123.486
00d89254-262a-41a4-81eb-1dcaa81e713a,27/03/2021 11:11,27/03/2021 11:41,CHADEMO,12.684,CUSTOMER,1076569,5000197,50112,0.500277778,2.084490741,3,Spring,Saturday,26,329.784
18eb195c-4974-48cd-a516-e9211b2beea4,27/03/2021 12:22,27/03/2021 13:12,IEC_62196_T2_COMBO,51.069,CHARGE_CARD,14309663,5000199,50112,0.831944444,3.466435185,3,Spring,Saturday,29,1481.001
7ed7a7ba-ee07-4789-a9af-ee3bec725389,27/03/2021 12:23,27/03/2021 13:07,IEC_62196_T2_COMBO,19.429,CHARGE_CARD,18323993,5000197,50112,0.74,3.083333333,3,Spring,Saturday,29,563.441
22631343-89d1-4f10-bd14-020129927f2f,27/03/2021 12:49,27/03/2021 13:37,IEC_62196_T2,12.481,ANONYMOUS,2415562,5000195,50112,0.805,3.354166667,3,Spring,Saturday,32,399.392
01acdf66-2f78-448e-a020-99b11383a987,27/03/2021 12:59,27/03/2021 13:19,IEC_62196_T2_COMBO,15.453,CUSTOMER,1077591,5000196,50112,0.333333333,1.388888889,3,Spring,Saturday,32,494.496
947f6633-362b-446a-9eeb-6ce374919b19,27/03/2021 13:14,27/03/2021 13:53,IEC_62196_T2_COMBO,19.814,CUSTOMER,1063711,5000197,50112,0.652222222,2.717592593,3,Spring,Saturday,32,634.048
df7ab553-8273-46b3-ad2c-b6019196c379,27/03/2021 16:34,27/03/2021 17:02,IEC_62196_T2_COMBO,38.894,CUSTOMER,1071508,5000199,50112,0.468611111,1.952546296,3,Spring,Saturday,27,1050.138
b6463fb6-7703-4875-a486-193cc10dc76e,27/03/2021 17:02,27/03/2021 17:45,IEC_62196_T2_COMBO,35.077,CHARGE_CARD,15621806,5000194,50112,0.723055556,3.012731481,3,Spring,Saturday,26,912.002
62076723-6866-482a-a1db-84cc56db70fa,27/03/2021 19:00,27/03/2021 19:31,CHADEMO,11.789,CUSTOMER,1075847,5000195,50112,0.521666667,2.173611111,3,Spring,Saturday,26,306.514
b2abce43-d161-4b76-a209-2a29cea1998b,28/03/2021 06:34,28/03/2021 07:49,CHADEMO,28.773,CUSTOMER,1053468,5000194,50112,1.25,5.208333333,3,Spring,Sunday,29,834.417
441e783b-7894-4990-91a4-7c0b14fa9a21,28/03/2021 09:32,28/03/2021 10:01,IEC_62196_T2_COMBO,29.153,ANONYMOUS,2421385,5000199,50112,0.479722222,1.998842593,3,Spring,Sunday,26,757.978
5aac63fd-b5f9-40bc-a9bf-b926f61985fd,28/03/2021 10:28,28/03/2021 10:58,IEC_62196_T2_COMBO,23.595,CUSTOMER,1073736,5000199,50112,0.487222222,2.030092593,3,Spring,Sunday,28,660.66
cc084e08-64cf-461c-897d-0abd89a5c0fd,28/03/2021 10:53,28/03/2021 11:58,IEC_62196_T2_COMBO,48.154,CUSTOMER,1077693,5000197,50112,1.073055556,4.471064815,3,Spring,Sunday,27,1300.158
ef237429-49a8-47c0-8cd6-ce5c68080ef4,28/03/2021 13:56,28/03/2021 14:27,IEC_62196_T2_COMBO,26.179,CUSTOMER,1073736,5000199,50112,0.518055556,2.158564815,3,Spring,Sunday,26,680.654
54418bd3-e174-4f70-8d04-781a6f5fbc3f,28/03/2021 14:42,28/03/2021 14:54,IEC_62196_T2_COMBO,10.991,ANONYMOUS,2425667,5000199,50112,0.196666667,0.819444444,3,Spring,Sunday,25,274.775
f4b8a37b-a487-40e0-acd7-737a7337e433,28/03/2021 15:20,28/03/2021 16:02,CHADEMO,17.564,CUSTOMER,1073160,5000196,50112,0.701388889,2.922453704,3,Spring,Sunday,25,439.1
24ef9d5a-7a37-4fb0-8f82-1d066d857cb6,28/03/2021 21:06,28/03/2021 21:59,IEC_62196_T2_COMBO,26.227,CUSTOMER,1073736,5000199,50112,0.891666667,3.715277778,3,Spring,Sunday,23,603.221
2956df52-1456-45ff-b89a-a54aa39f0d05,29/03/2021 09:21,29/03/2021 09:51,CHADEMO,7.969,CUSTOMER,1075847,5000196,50112,0.507222222,2.113425926,3,Spring,Monday,22,175.318
7850c728-f997-4f0f-8677-00b2e64b4b7e,29/03/2021 09:58,29/03/2021 10:58,IEC_62196_T2_COMBO,24.469,CHARGE_CARD,18605207,5000196,50112,0.996666667,4.152777778,3,Spring,Monday,21,513.849
392bd3b7-c7e6-4a00-b016-f9c4f5cb7c3d,29/03/2021 12:16,29/03/2021 13:12,IEC_62196_T2_COMBO,62.932,CUSTOMER,1062181,5000198,50112,0.934722222,3.894675926,3,Spring,Monday,20,1258.64
0b39dd53-569a-417f-9d78-8b171ba075b5,30/03/2021 06:45,30/03/2021 12:08,IEC_62196_T2,56.337,ANONYMOUS,2433911,5000194,50112,5.384166667,22.43402778,3,Spring,Tuesday,25,1408.425
21671169-bade-4172-bb43-af40afbd4189,30/03/2021 09:41,30/03/2021 10:10,IEC_62196_T2_COMBO,18.274,CUSTOMER,1073736,5000199,50112,0.497777778,2.074074074,3,Spring,Tuesday,50,913.7
d4299732-957a-482a-bc9e-42890a8f5408,30/03/2021 13:04,30/03/2021 14:01,IEC_62196_T2_COMBO,62.975,ANONYMOUS,2436740,5000199,50112,0.945,3.9375,3,Spring,Tuesday,43,2707.925
a8dce65d-81b8-4c39-aeff-7380c23fc5f5,30/03/2021 15:21,30/03/2021 15:56,IEC_62196_T2_COMBO,16.821,CUSTOMER,1077904,5000196,50112,0.588333333,2.451388889,3,Spring,Tuesday,79,1328.859
fece6b44-1ef4-4171-bd37-7d9ef1bc1c6c,30/03/2021 15:43,30/03/2021 16:05,IEC_62196_T2_COMBO,47.494,CUSTOMER,1075281,5000198,50112,0.356944444,1.487268519,3,Spring,Tuesday,79,3752.026
749d5a97-36e5-48e6-9f53-b765365658dd,30/03/2021 15:51,30/03/2021 16:00,CHADEMO,6.399,ANONYMOUS,2438043,5000197,50112,0.152222222,0.634259259,3,Spring,Tuesday,93,595.107
70d03150-33f6-4358-a407-57f6cb188dfd,30/03/2021 21:05,30/03/2021 21:56,IEC_62196_T2_COMBO,27.66,CUSTOMER,1073736,5000199,50112,0.838888889,3.49537037,3,Spring,Tuesday,126,3485.16
ffd56a79-a980-41d9-8df6-caa17b04bd50,31/03/2021 07:07,31/03/2021 08:00,CHADEMO,26.116,CUSTOMER,1053468,5000194,50112,0.885833333,3.690972222,3,Spring,Wednesday,84,2193.744
d3d012a5-02c8-45ee-a158-8fa0f851bf03,31/03/2021 07:47,31/03/2021 08:39,CHADEMO,39.724,ANONYMOUS,2439736,5000196,50112,0.868611111,3.619212963,3,Spring,Wednesday,105,4171.02
de980c0d-8b1e-411d-a91c-ebc5735dbcc5,31/03/2021 09:58,31/03/2021 11:06,IEC_62196_T2_COMBO,31.884,ANONYMOUS,2440606,5000198,50112,1.135833333,4.732638889,3,Spring,Wednesday,115,3666.66
66b1be04-16ee-4b73-80d6-e83c1151fe38,31/03/2021 11:53,31/03/2021 13:00,IEC_62196_T2,7.817,ANONYMOUS,2441591,5000194,50112,1.109444444,4.622685185,3,Spring,Wednesday,99,773.883
78a05aa1-1f62-4d00-b217-ad3abce42ce2,31/03/2021 16:40,31/03/2021 17:19,IEC_62196_T2_COMBO,78.61,CUSTOMER,1075281,5000198,50112,0.648055556,2.700231481,3,Spring,Wednesday,79,6210.19
831f759b-66a2-4a03-a544-f4c0b9254f10,31/03/2021 21:15,31/03/2021 21:32,IEC_62196_T2_COMBO,8.505,CHARGE_CARD,18323993,5000196,50112,0.2825,1.177083333,3,Spring,Wednesday,50,425.25
0d370ff8-b81b-4416-856e-2f2b3c5f156f,01/04/2021 04:18,01/04/2021 05:13,IEC_62196_T2_COMBO,23.919,CUSTOMER,1073736,5000199,50112,0.915,3.8125,4,Spring,Thursday,26,621.894
33f02770-3be6-4bef-993a-f1efc3351239,01/04/2021 06:49,01/04/2021 07:55,IEC_62196_T2_COMBO,41.265,CUSTOMER,1061680,5000196,50112,1.105555556,4.606481481,4,Spring,Thursday,111,4580.415
81fc8e1a-5617-4ce2-b4df-2b3eaf27da80,01/04/2021 07:27,01/04/2021 08:07,IEC_62196_T2_COMBO,31.904,CUSTOMER,1056332,5000194,50112,0.667777778,2.782407407,4,Spring,Thursday,97,3094.688
fdf9532a-80e5-4698-8b7c-31404941bf2e,01/04/2021 07:41,01/04/2021 08:51,IEC_62196_T2_COMBO,35.865,CUSTOMER,1061863,5000195,50112,1.1675,4.864583333,4,Spring,Thursday,97,3478.905
4f547c02-4096-4b18-8b4d-f5092c2fa775,01/04/2021 08:10,01/04/2021 09:23,IEC_62196_T2_COMBO,41.84,CUSTOMER,1062775,5000198,50112,1.214166667,5.059027778,4,Spring,Thursday,99,4142.16
cb90eed4-2d32-4621-ae29-8c581ab0ed0e,01/04/2021 09:27,01/04/2021 10:55,CHADEMO,11.417,CUSTOMER,1050469,5000196,50112,1.470833333,6.128472222,4,Spring,Thursday,126,1438.542
